User_ID,QA_ID,Question,Category,Ranking_ContentEventTopicKW,Targets
0,11,Where did Caroline move from 4 years ago?,1,"[49, 42, 15, 7, 14, 12, 20, 26, 50, 0, 8, 31, 33, 64, 39, 21, 6, 11, 9, 18, 55, 37, 45, 28, 29, 60, 56, 10, 47, 4, 34, 43, 16, 32, 53, 22, 51, 54, 38, 52, 1, 62, 23, 41, 25, 5, 65, 66, 35, 17, 58, 63, 24, 27, 2, 40, 19, 61, 44, 30, 48, 13, 3, 57, 59, 46, 36]","[7, 9]"
0,12,How long ago was Caroline's 18th birthday?,2,"[33, 9, 8, 14, 12, 49, 27, 42, 34, 55, 16, 7, 26, 39, 20, 18, 50, 0, 60, 64, 45, 17, 15, 29, 58, 51, 32, 31, 65, 66, 38, 10, 53, 5, 1, 52, 62, 43, 61, 11, 37, 54, 56, 6, 4, 47, 28, 41, 35, 22, 21, 44, 25, 59, 40, 30, 23, 63, 48, 3, 19, 13, 2, 57, 24, 46, 36]",[9]
0,13,What career path has Caroline decided to persue?,1,"[11, 21, 15, 12, 2, 50, 7, 54, 6, 29, 39, 42, 22, 47, 64, 20, 14, 56, 41, 13, 5, 51, 38, 35, 31, 52, 9, 4, 26, 45, 28, 49, 17, 0, 25, 37, 23, 18, 33, 43, 48, 57, 53, 44, 8, 24, 27, 16, 59, 62, 40, 58, 55, 60, 65, 66, 32, 3, 10, 30, 34, 1, 46, 61, 63, 19, 36]","[2, 11]"
0,14,Would Caroline still want to pursue counseling as a career if she hadn't received support growing up?,3,"[21, 11, 12, 2, 15, 7, 37, 50, 64, 65, 66, 29, 54, 20, 22, 62, 6, 41, 56, 18, 28, 43, 5, 42, 47, 23, 1, 31, 38, 19, 26, 39, 35, 61, 13, 25, 17, 9, 60, 4, 59, 51, 57, 0, 58, 53, 27, 55, 10, 48, 34, 14, 33, 32, 46, 8, 24, 49, 45, 63, 52, 16, 3, 30, 40, 44, 36]","[7, 11]"
0,15,What activities does Melanie partake in?,1,"[15, 5, 52, 25, 49, 13, 38, 4, 53, 2, 28, 31, 51, 14, 11, 24, 32, 7, 50, 29, 10, 59, 6, 0, 46, 39, 55, 20, 21, 57, 33, 48, 64, 19, 16, 43, 34, 44, 37, 8, 3, 36, 41, 56, 42, 54, 62, 35, 22, 47, 12, 9, 58, 30, 40, 60, 63, 18, 23, 45, 17, 26, 27, 65, 66, 1, 61]","[2, 4, 13, 29]"
0,16,When did Melanie sign up for a pottery class?,2,"[13, 44, 25, 57, 38, 54, 3, 30, 59, 15, 37, 2, 5, 46, 52, 45, 41, 48, 55, 16, 0, 35, 39, 36, 14, 9, 49, 40, 51, 53, 24, 4, 64, 11, 29, 17, 47, 10, 58, 27, 8, 43, 23, 42, 33, 21, 7, 19, 6, 32, 28, 56, 26, 50, 62, 12, 31, 22, 34, 20, 60, 63, 65, 66, 61, 18, 1]",[13]
0,17,When is Caroline going to the transgender conference?,2,"[14, 20, 12, 1, 58, 7, 37, 34, 47, 29, 31, 42, 11, 50, 18, 6, 15, 26, 54, 21, 64, 39, 33, 22, 35, 0, 48, 41, 56, 49, 59, 65, 66, 43, 55, 28, 4, 2, 5, 38, 51, 16, 9, 62, 17, 60, 52, 10, 45, 23, 19, 27, 8, 53, 61, 30, 13, 44, 24, 32, 25, 46, 40, 3, 36, 63, 57]",[14]
0,18,Where has Melanie camped?,1,"[19, 10, 63, 32, 49, 53, 6, 14, 15, 55, 28, 16, 33, 51, 43, 42, 46, 5, 34, 25, 37, 38, 59, 8, 36, 31, 11, 7, 0, 60, 45, 64, 26, 50, 3, 20, 4, 52, 48, 56, 39, 44, 29, 62, 21, 2, 47, 22, 13, 18, 12, 24, 40, 57, 9, 30, 35, 58, 17, 27, 61, 23, 1, 65, 66, 54, 41]","[10, 19, 28]"
0,19,What do Melanie's kids like?,1,"[25, 16, 61, 49, 32, 6, 33, 10, 53, 17, 39, 8, 0, 62, 64, 60, 30, 38, 52, 4, 63, 5, 51, 7, 9, 19, 24, 15, 13, 50, 28, 56, 55, 48, 57, 42, 44, 22, 29, 46, 59, 23, 40, 3, 35, 27, 11, 14, 2, 45, 26, 47, 54, 43, 36, 41, 34, 31, 20, 18, 37, 65, 66, 21, 58, 12, 1]","[10, 16]"
0,20,When did Melanie go to the museum?,2,"[16, 49, 46, 55, 59, 10, 14, 25, 38, 33, 52, 48, 34, 44, 36, 45, 32, 5, 4, 8, 30, 57, 15, 51, 40, 9, 53, 3, 0, 64, 42, 35, 13, 28, 60, 47, 43, 58, 17, 39, 19, 2, 7, 27, 29, 63, 26, 41, 11, 50, 56, 6, 54, 37, 20, 62, 24, 22, 12, 61, 31, 1, 21, 18, 65, 66, 23]",[16]
0,21,When did Caroline have a picnic?,2,"[10, 49, 45, 33, 18, 27, 26, 63, 53, 9, 8, 16, 55, 44, 12, 25, 0, 32, 14, 38, 39, 40, 43, 17, 58, 37, 28, 4, 51, 52, 29, 19, 3, 41, 50, 48, 30, 23, 34, 15, 35, 5, 42, 20, 60, 6, 1, 31, 13, 59, 21, 47, 62, 7, 11, 57, 54, 61, 64, 65, 66, 22, 2, 24, 46, 56, 36]",[18]
0,22,Would Caroline likely have Dr. Seuss books on her bookshelf?,3,"[17, 22, 39, 9, 52, 25, 48, 45, 47, 35, 29, 7, 16, 6, 64, 38, 33, 51, 58, 61, 23, 50, 11, 32, 54, 0, 12, 21, 55, 49, 15, 40, 41, 53, 2, 26, 27, 57, 8, 59, 24, 44, 62, 14, 18, 4, 42, 56, 28, 13, 60, 10, 65, 66, 20, 5, 30, 37, 3, 31, 63, 1, 19, 34, 43, 46, 36]",[17]
0,23,What books has Melanie read?,1,"[22, 17, 15, 49, 52, 5, 64, 51, 39, 25, 7, 16, 58, 14, 6, 32, 24, 10, 11, 8, 59, 2, 57, 56, 55, 4, 0, 38, 53, 33, 48, 31, 29, 28, 62, 42, 13, 43, 20, 35, 9, 47, 19, 3, 36, 60, 50, 45, 54, 21, 61, 44, 46, 30, 34, 23, 37, 27, 63, 40, 41, 12, 18, 65, 66, 26, 1]","[17, 22]"
0,24,What does Melanie do to destress?,1,"[24, 4, 5, 57, 15, 3, 13, 52, 25, 2, 38, 11, 51, 21, 63, 28, 32, 55, 41, 53, 49, 44, 45, 43, 19, 10, 62, 46, 0, 35, 48, 59, 8, 37, 29, 64, 7, 16, 54, 14, 22, 6, 9, 23, 50, 39, 58, 36, 27, 47, 40, 33, 60, 12, 42, 30, 56, 20, 31, 34, 65, 66, 61, 17, 18, 1, 26]","[13, 24]"
0,25,When did Caroline go to the LGBTQ conference?,2,"[12, 20, 14, 1, 34, 31, 37, 29, 7, 50, 58, 11, 48, 18, 47, 26, 6, 28, 54, 15, 42, 41, 33, 59, 35, 21, 22, 43, 49, 64, 55, 0, 38, 10, 39, 51, 65, 66, 2, 56, 19, 16, 4, 60, 9, 17, 8, 5, 53, 45, 23, 62, 27, 52, 32, 63, 30, 25, 13, 46, 61, 40, 44, 24, 3, 57, 36]",[20]
0,26,"When did Melanie read the book ""nothing is impossible""?",2,"[22, 17, 64, 7, 51, 5, 59, 55, 33, 49, 56, 6, 62, 42, 39, 15, 16, 38, 46, 14, 34, 58, 61, 52, 20, 2, 25, 47, 11, 32, 60, 21, 43, 45, 19, 48, 29, 8, 12, 31, 10, 53, 35, 50, 13, 28, 30, 24, 36, 65, 66, 0, 3, 57, 18, 44, 37, 9, 1, 26, 27, 4, 54, 40, 23, 41, 63]",[22]
0,27,Would Caroline pursue writing as a career option?,3,"[21, 11, 15, 50, 22, 54, 7, 12, 38, 2, 29, 41, 13, 6, 51, 39, 56, 45, 17, 25, 52, 20, 35, 42, 64, 5, 47, 48, 57, 14, 9, 4, 31, 58, 0, 43, 3, 37, 33, 40, 49, 26, 59, 62, 44, 53, 28, 65, 66, 27, 23, 8, 55, 24, 30, 32, 10, 60, 18, 16, 34, 61, 1, 46, 63, 19, 36]","[21, 22]"
0,28,When did Caroline go to the adoption meeting?,2,"[26, 42, 39, 56, 64, 6, 14, 12, 33, 20, 50, 49, 0, 1, 18, 11, 16, 29, 15, 7, 8, 10, 21, 17, 55, 43, 31, 37, 34, 58, 60, 9, 61, 23, 62, 28, 38, 25, 47, 65, 66, 5, 53, 22, 19, 27, 32, 2, 45, 35, 4, 40, 54, 48, 59, 30, 44, 46, 63, 41, 51, 52, 13, 24, 3, 57, 36]",[26]
0,29,When did Melanie go to the pottery workshop?,2,"[44, 13, 25, 57, 38, 54, 15, 37, 0, 3, 30, 16, 46, 49, 10, 55, 59, 14, 45, 2, 5, 48, 43, 40, 36, 53, 4, 9, 52, 11, 41, 35, 27, 58, 24, 51, 39, 17, 29, 19, 32, 8, 47, 64, 33, 28, 42, 21, 7, 50, 60, 62, 26, 6, 56, 63, 34, 12, 23, 20, 31, 61, 22, 1, 18, 65, 66]",[25]
0,30,Would Melanie be considered a member of the LGBTQ community?,3,"[31, 20, 34, 7, 12, 37, 47, 1, 29, 48, 28, 11, 15, 14, 50, 6, 64, 54, 18, 2, 8, 38, 52, 51, 35, 42, 41, 55, 59, 19, 39, 5, 36, 62, 22, 21, 56, 46, 58, 49, 65, 66, 10, 32, 26, 33, 0, 43, 13, 25, 27, 24, 53, 16, 9, 23, 4, 30, 60, 3, 17, 44, 57, 61, 40, 45, 63]",[]
0,31,When did Melanie go camping in June?,2,"[10, 19, 63, 32, 53, 49, 14, 16, 43, 33, 6, 15, 38, 55, 25, 28, 51, 60, 8, 37, 4, 5, 34, 0, 26, 36, 59, 46, 45, 3, 42, 11, 7, 29, 12, 31, 50, 62, 48, 20, 56, 52, 30, 64, 21, 27, 40, 39, 18, 2, 44, 9, 61, 13, 22, 17, 57, 24, 1, 58, 47, 35, 41, 65, 66, 54, 23]",[10]
0,32,What LGBTQ+ events has Caroline participated in?,1,"[31, 12, 20, 1, 29, 34, 37, 50, 7, 14, 48, 11, 58, 47, 54, 28, 18, 41, 15, 35, 6, 59, 21, 33, 2, 51, 22, 38, 26, 64, 55, 5, 43, 49, 42, 39, 0, 65, 66, 53, 52, 10, 19, 17, 56, 23, 8, 9, 25, 32, 13, 4, 62, 16, 27, 24, 45, 30, 46, 60, 44, 3, 40, 57, 63, 61, 36]","[1, 7, 12, 28]"
0,33,When did Caroline go to a pride parade during the summer?,2,"[12, 34, 31, 29, 20, 28, 14, 48, 50, 1, 7, 37, 47, 18, 6, 38, 26, 58, 33, 11, 32, 51, 59, 55, 35, 39, 54, 64, 41, 49, 45, 42, 16, 10, 19, 43, 53, 5, 65, 66, 8, 23, 56, 21, 27, 15, 22, 9, 40, 62, 63, 17, 4, 60, 2, 52, 30, 25, 0, 3, 24, 61, 13, 46, 44, 57, 36]",[12]
0,34,What events has Caroline participated in to help children?,1,"[50, 6, 17, 29, 33, 20, 7, 12, 11, 26, 39, 25, 53, 64, 31, 21, 42, 5, 49, 14, 61, 15, 56, 0, 16, 2, 47, 18, 32, 22, 28, 37, 10, 58, 35, 9, 4, 59, 38, 34, 54, 51, 1, 46, 23, 62, 48, 41, 30, 60, 55, 8, 19, 63, 52, 43, 13, 24, 65, 66, 45, 44, 40, 27, 57, 3, 36]","[7, 29]"
0,35,When did Melanie go camping in July?,2,"[10, 19, 32, 63, 53, 49, 14, 16, 43, 15, 33, 6, 28, 25, 38, 55, 51, 60, 37, 34, 5, 26, 8, 4, 46, 36, 0, 59, 12, 31, 29, 42, 50, 20, 45, 3, 30, 11, 48, 7, 27, 21, 62, 52, 44, 39, 56, 13, 64, 22, 18, 24, 40, 17, 2, 61, 57, 9, 1, 58, 35, 47, 41, 23, 65, 66, 54]",[29]
0,36,When did Caroline join a mentorship program?,2,"[29, 21, 12, 11, 56, 7, 50, 26, 15, 42, 2, 20, 31, 14, 18, 6, 0, 64, 1, 39, 47, 62, 54, 37, 5, 22, 33, 28, 17, 43, 38, 25, 65, 66, 23, 49, 53, 35, 34, 59, 41, 45, 58, 51, 13, 16, 8, 46, 9, 48, 55, 10, 30, 52, 4, 40, 27, 61, 44, 19, 24, 32, 3, 60, 57, 63, 36]",[29]
0,37,What did Melanie paint recently?,1,"[3, 45, 30, 57, 25, 48, 40, 35, 41, 59, 54, 38, 47, 13, 29, 49, 44, 51, 46, 16, 15, 52, 9, 55, 33, 2, 53, 10, 5, 64, 8, 32, 0, 19, 28, 7, 37, 58, 39, 4, 27, 34, 24, 11, 14, 31, 22, 6, 36, 60, 43, 63, 42, 62, 50, 26, 17, 56, 20, 12, 61, 18, 23, 21, 65, 66, 1]",[]
0,38,What activities has Melanie done with her family?,1,"[25, 10, 32, 8, 49, 53, 5, 6, 16, 19, 28, 33, 64, 63, 15, 38, 62, 60, 4, 7, 50, 39, 46, 0, 56, 51, 31, 11, 29, 26, 52, 42, 24, 2, 20, 55, 13, 59, 61, 14, 30, 17, 37, 34, 43, 9, 18, 3, 21, 12, 48, 54, 40, 47, 57, 35, 22, 44, 36, 27, 45, 23, 41, 58, 1, 65, 66]","[4, 7, 16, 25, 29]"
0,39,In what ways is Caroline participating in the LGBTQ community?,1,"[12, 20, 31, 29, 7, 37, 1, 34, 50, 47, 11, 54, 14, 48, 28, 18, 41, 6, 35, 58, 21, 64, 15, 22, 42, 2, 51, 65, 66, 38, 59, 39, 26, 55, 56, 52, 5, 43, 33, 23, 9, 8, 13, 62, 19, 17, 49, 53, 0, 10, 32, 4, 25, 27, 24, 46, 3, 30, 45, 16, 60, 44, 40, 57, 63, 61, 36]","[12, 29, 31]"
0,40,How many times has Melanie gone to the beach in 2023?,1,"[32, 49, 45, 19, 14, 4, 10, 15, 38, 34, 55, 5, 53, 51, 16, 33, 36, 0, 28, 24, 46, 63, 48, 25, 8, 20, 12, 7, 6, 3, 42, 60, 52, 31, 59, 50, 29, 62, 57, 64, 43, 37, 21, 22, 35, 44, 13, 11, 30, 27, 39, 26, 56, 47, 58, 9, 2, 40, 41, 54, 18, 1, 61, 17, 65, 66, 23]","[19, 32]"
0,41,When did Caroline join a new activist group?,2,"[31, 20, 12, 50, 29, 37, 14, 7, 26, 11, 1, 34, 2, 15, 47, 6, 59, 28, 42, 21, 64, 56, 18, 41, 39, 54, 58, 43, 49, 53, 51, 55, 33, 48, 0, 65, 66, 22, 35, 5, 38, 4, 46, 62, 10, 17, 25, 45, 19, 9, 30, 23, 16, 63, 13, 60, 8, 52, 44, 32, 24, 57, 27, 61, 40, 3, 36]",[31]
0,42,Would Melanie be more interested in going to a national park or a theme park?,3,"[49, 38, 10, 16, 53, 28, 55, 63, 32, 48, 14, 51, 19, 15, 50, 5, 6, 25, 52, 59, 34, 60, 33, 4, 11, 43, 12, 46, 31, 20, 3, 29, 64, 7, 36, 8, 45, 39, 37, 26, 40, 24, 17, 27, 22, 2, 0, 13, 47, 62, 42, 57, 56, 9, 58, 44, 18, 35, 21, 30, 41, 54, 61, 23, 1, 65, 66]",[32]
0,43,What kind of art does Caroline make?,1,"[54, 41, 35, 45, 48, 57, 47, 3, 25, 9, 13, 44, 30, 59, 29, 40, 38, 51, 11, 52, 58, 2, 50, 15, 37, 21, 7, 6, 17, 33, 27, 5, 46, 64, 0, 4, 53, 49, 28, 10, 12, 14, 39, 55, 42, 22, 31, 23, 26, 8, 43, 16, 32, 20, 24, 18, 65, 66, 62, 19, 63, 56, 61, 1, 60, 34, 36]","[29, 35]"
0,44,When is Melanie's daughter's birthday?,2,"[33, 16, 8, 49, 25, 5, 62, 32, 42, 64, 10, 0, 55, 60, 39, 14, 61, 30, 38, 53, 17, 6, 15, 36, 19, 56, 9, 44, 27, 26, 52, 4, 3, 59, 45, 7, 46, 40, 51, 34, 48, 28, 43, 22, 13, 24, 63, 29, 35, 57, 47, 20, 23, 11, 18, 21, 50, 65, 66, 2, 37, 58, 31, 12, 41, 54, 1]",[33]
0,45,When did Caroline attend a pride parade in August?,2,"[12, 34, 31, 20, 29, 48, 1, 14, 28, 7, 50, 37, 47, 18, 58, 33, 26, 35, 11, 6, 38, 41, 54, 59, 64, 42, 39, 55, 51, 65, 66, 49, 19, 45, 32, 16, 27, 43, 22, 8, 9, 23, 5, 10, 21, 15, 56, 62, 52, 53, 2, 40, 17, 30, 0, 4, 60, 63, 25, 46, 44, 3, 61, 13, 24, 57, 36]",[34]
0,46,Would Melanie be considered an ally to the transgender community?,3,"[20, 7, 47, 31, 34, 37, 14, 1, 11, 12, 64, 18, 28, 29, 54, 48, 15, 6, 50, 35, 42, 56, 65, 66, 22, 2, 58, 21, 41, 62, 59, 5, 38, 39, 55, 46, 51, 19, 52, 8, 43, 36, 26, 23, 0, 49, 33, 24, 13, 27, 9, 10, 25, 32, 61, 4, 60, 16, 30, 17, 57, 53, 3, 44, 40, 45, 63]",[]
0,47,Who supports Caroline when she has a negative experience?,1,"[37, 7, 21, 12, 20, 11, 65, 66, 18, 50, 1, 62, 43, 42, 31, 29, 15, 64, 55, 14, 6, 2, 22, 47, 28, 56, 60, 41, 26, 19, 54, 58, 39, 59, 5, 61, 33, 34, 0, 23, 35, 51, 9, 49, 8, 4, 17, 38, 53, 10, 48, 45, 32, 63, 24, 27, 52, 16, 13, 57, 25, 40, 46, 44, 3, 30, 36]","[7, 37]"
0,48,What types of pottery have Melanie and her kids made?,1,"[25, 44, 13, 57, 38, 54, 30, 9, 10, 16, 32, 49, 53, 6, 3, 17, 8, 35, 0, 64, 59, 48, 47, 39, 61, 37, 46, 45, 41, 33, 19, 5, 15, 4, 40, 29, 63, 62, 51, 60, 28, 7, 24, 52, 2, 27, 50, 11, 56, 26, 55, 43, 42, 23, 22, 58, 36, 21, 18, 14, 31, 20, 12, 65, 66, 34, 1]","[13, 25, 38]"
0,49,When did Caroline and Melanie go to a pride fesetival together?,2,"[34, 12, 14, 31, 28, 20, 29, 48, 10, 8, 7, 38, 33, 55, 49, 59, 1, 16, 50, 26, 37, 58, 19, 64, 18, 47, 32, 15, 42, 51, 6, 11, 62, 53, 5, 43, 27, 39, 63, 25, 0, 35, 30, 52, 54, 46, 56, 60, 65, 66, 41, 4, 45, 2, 9, 22, 40, 23, 21, 61, 3, 44, 17, 13, 24, 36, 57]",[38]
0,50,What would Caroline's political leaning likely be?,3,"[20, 11, 31, 12, 14, 37, 21, 7, 50, 29, 15, 42, 6, 41, 26, 47, 52, 54, 39, 9, 34, 17, 65, 66, 22, 2, 35, 51, 64, 18, 56, 0, 4, 1, 58, 48, 45, 28, 38, 59, 33, 49, 5, 44, 55, 62, 43, 13, 57, 23, 8, 27, 30, 25, 40, 19, 53, 3, 24, 10, 16, 60, 61, 32, 46, 63, 36]",[37]
0,51,What has Melanie painted?,1,"[3, 45, 30, 57, 25, 35, 48, 41, 40, 59, 47, 54, 38, 13, 44, 51, 29, 9, 52, 46, 16, 2, 49, 55, 5, 15, 8, 33, 64, 27, 53, 10, 28, 19, 32, 7, 0, 39, 4, 6, 24, 58, 37, 11, 14, 22, 42, 62, 34, 43, 17, 36, 60, 31, 50, 56, 26, 23, 61, 18, 21, 63, 20, 12, 65, 66, 1]","[2, 25, 40]"
0,52,What are Melanie's pets' names?,1,"[23, 39, 24, 25, 49, 64, 16, 52, 8, 6, 55, 62, 32, 38, 33, 40, 10, 5, 42, 15, 0, 56, 28, 7, 61, 44, 27, 14, 53, 9, 13, 51, 48, 19, 17, 57, 60, 30, 4, 3, 29, 45, 26, 22, 46, 47, 36, 35, 50, 59, 11, 54, 63, 18, 2, 31, 34, 21, 43, 37, 41, 20, 58, 12, 65, 66, 1]","[24, 39]"
0,53,When did Caroline apply to adoption agencies?,2,"[56, 26, 39, 6, 42, 64, 11, 21, 12, 15, 50, 14, 20, 29, 7, 18, 17, 49, 31, 54, 8, 33, 47, 1, 16, 25, 0, 35, 37, 62, 9, 10, 5, 22, 2, 61, 53, 41, 38, 28, 34, 55, 48, 43, 65, 66, 60, 45, 19, 23, 58, 32, 4, 40, 27, 46, 30, 51, 13, 59, 52, 63, 44, 3, 57, 24, 36]",[39]
0,54,When did Caroline draw a self-portrait?,2,"[41, 45, 35, 3, 54, 30, 59, 40, 57, 9, 47, 48, 44, 25, 29, 65, 66, 58, 13, 38, 51, 26, 5, 12, 2, 4, 11, 21, 18, 52, 27, 7, 8, 49, 64, 37, 55, 23, 17, 16, 33, 15, 42, 0, 14, 43, 62, 46, 28, 50, 53, 22, 39, 10, 1, 34, 19, 20, 31, 6, 32, 63, 56, 61, 60, 24, 36]",[41]
0,55,What subject have Caroline and Melanie both painted?,1,"[30, 45, 3, 25, 41, 35, 40, 57, 54, 48, 44, 59, 38, 13, 47, 52, 9, 29, 49, 0, 15, 51, 2, 16, 4, 8, 46, 5, 27, 33, 64, 11, 7, 10, 53, 58, 62, 55, 39, 14, 61, 23, 37, 43, 22, 28, 42, 17, 19, 6, 21, 32, 50, 60, 65, 66, 24, 26, 18, 63, 31, 12, 56, 20, 34, 36, 1]","[25, 45]"
0,56,What symbols are important to Caroline?,1,"[9, 47, 7, 35, 54, 27, 28, 55, 29, 59, 41, 12, 51, 11, 18, 38, 62, 22, 64, 45, 32, 50, 20, 8, 14, 21, 48, 30, 5, 31, 23, 6, 42, 33, 13, 17, 10, 65, 66, 39, 2, 26, 52, 37, 57, 25, 58, 40, 60, 16, 34, 53, 4, 15, 19, 43, 3, 44, 49, 24, 0, 63, 61, 1, 56, 46, 36]","[9, 47]"
0,57,When did Caroline encounter people on a hike and have a negative experience?,2,"[37, 43, 10, 55, 12, 53, 28, 63, 60, 49, 7, 15, 26, 1, 31, 50, 51, 14, 29, 21, 11, 32, 58, 20, 18, 45, 0, 59, 33, 38, 34, 22, 23, 40, 19, 16, 2, 6, 47, 9, 41, 35, 25, 42, 65, 66, 62, 48, 54, 64, 5, 61, 39, 17, 56, 4, 8, 27, 24, 3, 57, 52, 46, 44, 13, 30, 36]",[43]
0,58,When did Melanie make a plate in pottery class?,2,"[44, 13, 25, 57, 38, 3, 54, 30, 9, 45, 52, 59, 46, 35, 5, 48, 41, 16, 37, 40, 15, 49, 2, 8, 10, 51, 0, 27, 47, 39, 55, 36, 17, 4, 64, 43, 53, 24, 32, 29, 33, 11, 23, 7, 28, 14, 62, 58, 6, 19, 21, 42, 61, 22, 50, 60, 56, 26, 63, 18, 34, 12, 20, 31, 65, 66, 1]",[44]
0,59,Would Caroline be considered religious?,3,"[11, 37, 47, 9, 12, 31, 7, 50, 20, 14, 29, 54, 41, 21, 6, 64, 35, 15, 51, 42, 52, 39, 28, 26, 18, 22, 34, 8, 5, 55, 48, 45, 58, 13, 65, 66, 1, 43, 44, 33, 38, 2, 62, 32, 4, 17, 23, 27, 10, 0, 56, 59, 49, 53, 25, 60, 40, 57, 19, 63, 24, 30, 16, 3, 61, 46, 36]","[37, 47, 48]"
